sample_id_canonical	assembly_accession	country	year	source_database	assembly_level	n_contigs	total_sequence_length	gc_percent	contig_n50
SAMN08136974	GCA_004007475.1	USA	2007.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4104318	67.5	4104318
SAMN08136964	GCA_004007535.1	USA	2000.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4105353	67.5	4105353
SAMN08136992	GCA_004007625.1	USA	2013.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4107445	67.5	4107445
SAMN08016809	GCA_004008415.1	USA	2015.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4110543	67.5	4110543
SAMN07352194	GCA_004008475.1	USA	2013.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4106548	67.5	4106548
SAMN08136971	GCA_004008555.1	USA	2002.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4103234	67.5	4103234
SAMN08136969	GCA_004008595.1	USA	2002.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4106395	67.5	4106395
SAMN08136973	GCA_004008655.1	USA	2007.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4097016	67.5	4097016
SAMN08136976	GCA_004008715.1	USA	2009.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4105484	67.5	4105484
SAMN08136978	GCA_004008795.1	USA	2010.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4085512	67.5	4085512
SAMN08136981	GCA_004008855.1	USA	2011.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4104135	67.5	4104135
SAMN08136975	GCA_004008915.1	USA	2007.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4112103	67.5	4112103
SAMN08136989	GCA_004008935.1	USA	2012.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4102613	67.5	4102613
SAMN08136988	GCA_004008955.1	USA	2012.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4102199	67.5	4102199
SAMN08136977	GCA_004008975.1	USA	2010.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4088701	67.5	4088701
SAMN08136990	GCA_004008995.1	USA	2012.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4106744	67.5	4106744
SAMN08164940	GCA_004009015.1	USA	2007.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4105351	67.5	4105351
SAMN08164944	GCA_004009035.1	USA	2012.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4106374	67.5	4106374
SAMN08164948	GCA_004009055.1	USA	2011.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4105345	67.5	4105345
SAMN08164942	GCA_004009075.1	USA	2012.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4100921	67.5	4100921
SAMN08164946	GCA_004009095.1	USA	2013.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4107721	67.5	4107721
SAMN08164949	GCA_004009115.1	USA	2007.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4101872	67.5	4101872
SAMN08164941	GCA_004009135.1	USA	2012.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4105345	67.5	4105345
SAMN08164936	GCA_004009155.1	USA	2003.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4101116	67.5	4101116
SAMN08164947	GCA_004009175.1	USA	2012.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4105302	67.5	4105302
SAMN08164937	GCA_004009195.1	USA	2004.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4103253	67.5	4103253
SAMN07352190	GCA_004009215.1	USA	2011.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4106670	67.5	4106670
SAMN08136986	GCA_004009235.1	USA	2011.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4106497	67.5	4106497
SAMN08136967	GCA_004009255.1	USA	2001.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4104278	67.5	4104278
SAMN08136972	GCA_004009275.1	USA	2003.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4108487	67.5	4108487
SAMN08136985	GCA_004009295.1	USA	2011.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4110592	67.5	4110592
SAMN08136984	GCA_004009315.1	USA	2011.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4106328	67.5	4106328
SAMN08136987	GCA_004009335.1	USA	2011.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4105338	67.5	4105338
SAMN08136982	GCA_004009355.1	USA	2010.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4103241	67.5	4103241
SAMN08136980	GCA_004009375.1	USA	2010.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4106930	67.5	4106930
SAMN08136965	GCA_004009395.1	USA	2000.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4104277	67.5	4104277
SAMN08164939	GCA_004009415.1	USA	2010.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4104306	67.5	4104306
SAMN08164945	GCA_004009435.1	USA	2012.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4107545	67.5	4107545
SAMN08164943	GCA_004009455.1	USA	2012.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4106368	67.5	4106368
SAMN08164951	GCA_004009475.1	USA	2012.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4104293	67.5	4104293
SAMN08164950	GCA_004009495.1	USA	2013.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4107408	67.5	4107408
SAMN08164938	GCA_004009515.1	USA	2008.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4110608	67.5	4110608
SAMN08178168	GCA_004009535.1	USA	2007.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4101882	67.5	4101882
SAMN08136970	GCA_004009555.1	USA	2002.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4101146	67.5	4101146
SAMN08178167	GCA_004009575.1	USA	2012.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4107433	67.5	4107433
SAMN08178166	GCA_004009595.1	USA	2003.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4104745	67.5	4104745
SAMN08136968	GCA_004009635.1	USA	2002.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4104044	67.5	4104044
SAMN08200082	GCA_004009655.1	USA	2010.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4121896	67.5	4121896
SAMN08214406	GCA_004009675.1	USA	2006.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4103262	67.5	4103262
SAMN08214408	GCA_004009695.1	USA	2011.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4105347	67.5	4105347
SAMN08200079	GCA_004009715.1	USA	2013.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4247121	68.0	4247121
SAMN07352192	GCA_004009735.1	USA	2013.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4107611	67.5	4107611
SAMN08214407	GCA_004009775.1	USA	2012.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4111618	67.5	4111618
SAMN08200081	GCA_004009795.1	USA	2002.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4145812	67.5	4145812
SAMN08200080	GCA_004009815.1	USA	2001.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4285328	67.5	4285328
SAMN10525643	GCA_004102005.1	India	1977.0	SOURCE_DATABASE_GENBANK	Contig	264	3847610	68.0	20914
SAMN08281077	GCA_004212655.1	China	2017.0	SOURCE_DATABASE_GENBANK	Contig	623	3689673	67.5	11386
SAMN08395641	GCA_004634585.1	USA	2014.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4110583	67.5	4110583
SAMN08395640	GCA_004634605.1	USA	2014.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4095487	67.5	4095487
SAMN08395639	GCA_004634625.1	USA	2014.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4113166	67.5	4113166
SAMN08395638	GCA_004634645.1	USA	2014.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4110459	67.5	4110459
SAMN08395637	GCA_004634665.1	USA	2014.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4107267	67.5	4107267
SAMN08395635	GCA_004634685.1	USA	2015.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4106370	67.5	4106370
SAMN08395634	GCA_004634705.1	Guatemala	2014.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4107434	67.5	4107434
SAMN08395633	GCA_004634725.1	Guatemala	2014.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4110578	67.5	4110578
SAMN08395631	GCA_004634745.1	Guatemala	2014.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4107415	67.5	4107415
SAMN08395629	GCA_004634765.1	USA	2015.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4106368	67.5	4106368
SAMN08395628	GCA_004634785.1	USA	2014.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4108430	67.5	4108430
SAMN08395626	GCA_004634805.1	USA	2014.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4110578	67.5	4110578
SAMN08395625	GCA_004634825.1	USA	2014.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4110582	67.5	4110582
SAMN08395647	GCA_004634845.1	USA	2015.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4106382	67.5	4106382
SAMN08395636	GCA_004634865.1	USA	2014.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4107421	67.5	4107421
SAMN08395632	GCA_004634885.1	Guatemala	2014.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4109535	67.5	4109535
SAMN08395630	GCA_004634905.1	USA	2015.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4106376	67.5	4106376
SAMN08395627	GCA_004634925.1	USA	2014.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4110548	67.5	4110548
SAMN08395624	GCA_004635085.1	USA	2014.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4108484	67.5	4108484
SAMN08395622	GCA_004635105.1	USA	2014.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4110579	67.5	4110579
SAMN08395621	GCA_004635125.1	USA	2014.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4110579	67.5	4110579
SAMN08395620	GCA_004635145.1	USA	2014.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4110583	67.5	4110583
SAMN08395619	GCA_004635165.1	USA	2014.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4110580	67.5	4110580
SAMN08395617	GCA_004635185.1	USA	2014.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4110577	67.5	4110577
SAMN08395616	GCA_004635205.1	USA	2014.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4110580	67.5	4110580
SAMN08395615	GCA_004635225.1	USA	2014.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4110584	67.5	4110584
SAMN08395614	GCA_004635245.1	USA	2014.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4110581	67.5	4110581
SAMN08395613	GCA_004635265.1	USA	2014.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4110580	67.5	4110580
SAMN08395611	GCA_004635285.1	USA	2014.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4110577	67.5	4110577
SAMN08395610	GCA_004635305.1	USA	2014.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4108481	67.5	4108481
SAMN08395609	GCA_004635325.1	USA	2014.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4110577	67.5	4110577
SAMN08395608	GCA_004635345.1	USA	2014.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4110582	67.5	4110582
SAMN08395606	GCA_004635365.1	USA	2014.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4110576	67.5	4110576
SAMN08395605	GCA_004635385.1	United Kingdom	1967.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4133306	67.5	4133306
SAMN08395623	GCA_004635405.1	USA	2014.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4108457	67.5	4108457
SAMN08395612	GCA_004635425.1	USA	2014.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4110576	67.5	4110576
SAMN08395607	GCA_004635445.1	USA	2014.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4110579	67.5	4110579
SAMN08395649	GCA_004635465.1	USA	2015.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4107550	67.5	4107550
SAMN08395648	GCA_004635485.1	USA	2015.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4113744	67.5	4113744
SAMN08395646	GCA_004635505.1	USA	2015.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4107431	67.5	4107431
SAMN08395645	GCA_004635525.1	USA	2015.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4107431	67.5	4107431
SAMN08395644	GCA_004635545.1	USA	2014.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4107552	67.5	4107552
SAMN08395643	GCA_004635565.1	USA	2014.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4107544	67.5	4107544
SAMN08395642	GCA_004635585.1	USA	2014.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4108483	67.5	4108483
SAMN08524485	GCA_004635605.1	USA	2016.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4105128	67.5	4105128
SAMN08524483	GCA_004635625.1	USA	2016.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4107386	67.5	4107386
SAMN08524482	GCA_004635645.1	USA	2016.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4107132	67.5	4107132
SAMN08524481	GCA_004635665.1	USA	2016.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4107367	67.5	4107367
SAMN08524480	GCA_004635685.1	USA	2016.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4108309	67.5	4108309
SAMN08524479	GCA_004635705.1	USA	2016.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4105341	67.5	4105341
SAMN08524478	GCA_004635725.1	USA	2016.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4105318	67.5	4105318
SAMN08524477	GCA_004635745.1	USA	2016.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4105332	67.5	4105332
SAMN08524475	GCA_004635765.1	USA	2016.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4105314	67.5	4105314
SAMN08524466	GCA_004635785.1	USA	2016.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4107705	67.5	4107705
SAMN08524465	GCA_004635805.1	USA	2016.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4104279	67.5	4104279
SAMN08524463	GCA_004635825.1	USA	2016.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4104254	67.5	4104254
SAMN08524462	GCA_004635845.1	USA	2016.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4112660	67.5	4112660
SAMN08524461	GCA_004635865.1	USA	2016.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4112682	67.5	4112682
SAMN08524460	GCA_004635885.1	USA	2016.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4111650	67.5	4111650
SAMN08524459	GCA_004635905.1	USA	2016.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4112699	67.5	4112699
SAMN08524467	GCA_004635925.1	USA	2016.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4108772	67.5	4108772
SAMN08524464	GCA_004635945.1	USA	2016.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4104267	67.5	4104267
SAMN08469407	GCA_004635965.1	USA	2016.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4107704	67.5	4107704
SAMN08469406	GCA_004635985.1	USA	2016.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4107707	67.5	4107707
SAMN08469405	GCA_004636005.1	USA	2016.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4107723	67.5	4107723
SAMN08469404	GCA_004636025.1	USA	2016.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4105348	67.5	4105348
SAMN08469403	GCA_004636045.1	USA	2016.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4104297	67.5	4104297
SAMN08469402	GCA_004636065.1	USA	2016.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4105308	67.5	4105308
SAMN08469400	GCA_004636085.1	USA	2015.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4107246	67.5	4107246
SAMN08469399	GCA_004636105.1	USA	2015.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4108503	67.5	4108503
SAMN08469398	GCA_004636125.1	USA	2015.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4106373	67.5	4106373
SAMN08469395	GCA_004636145.1	USA	2015.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4106635	67.5	4106635
SAMN08469394	GCA_004636165.1	USA	2014.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4111643	67.5	4111643
SAMN08469393	GCA_004636185.1	USA	2014.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4110592	67.5	4110592
SAMN08469392	GCA_004636205.1	USA	2014.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4099525	67.5	4099525
SAMN08469401	GCA_004636225.1	USA	2015.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4107260	67.5	4107260
SAMN08469397	GCA_004636245.1	USA	2015.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4109501	67.5	4109501
SAMN08469396	GCA_004636265.1	USA	2015.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4106400	67.5	4106400
SAMN08469391	GCA_004636285.1	USA	1995.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4131102	67.5	4131102
SAMN08471228	GCA_004636305.1	USA	2015.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4105346	67.5	4105346
SAMN08471227	GCA_004636325.1	USA	2015.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4106379	67.5	4106379
SAMN08471226	GCA_004636345.1	USA	2015.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4106636	67.5	4106636
SAMN08471225	GCA_004636365.1	USA	2014.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4106495	67.5	4106495
SAMN08471224	GCA_004636385.1	USA	2014.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4110597	67.5	4110597
SAMN08471223	GCA_004636405.1	USA	2014.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4105473	67.5	4105473
SAMN08471222	GCA_004636425.1	USA	2014.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4103232	67.5	4103232
SAMN08524484	GCA_004636445.1	USA	2016.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4105107	67.5	4105107
SAMN08524476	GCA_004636465.1	USA	2016.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4105328	67.5	4105328
SAMN08524474	GCA_004636485.1	USA	2016.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4106343	67.5	4106343
SAMN08524473	GCA_004636505.1	USA	2016.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4110594	67.5	4110594
SAMN08524472	GCA_004636525.1	USA	2016.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4110562	67.5	4110562
SAMN08524471	GCA_004636545.1	USA	2016.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4110583	67.5	4110583
SAMN08524470	GCA_004636565.1	USA	2016.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4110580	67.5	4110580
SAMN08524469	GCA_004636785.1	USA	2016.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4108749	67.5	4108749
SAMN08524468	GCA_004636805.1	USA	2016.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4104253	67.5	4104253
SAMN08524458	GCA_004636825.1	USA	2016.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4105313	67.5	4105313
SAMN08524457	GCA_004636845.1	USA	2016.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4106460	67.5	4106460
SAMN08524455	GCA_004636865.1	USA	2016.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4106349	67.5	4106349
SAMN08524454	GCA_004636885.1	USA	2016.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4106638	67.5	4106638
SAMN08524453	GCA_004636905.1	USA	2016.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4106621	67.5	4106621
SAMN08524452	GCA_004636925.1	USA	2016.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4106572	67.5	4106572
SAMN08524451	GCA_004636945.1	USA	2016.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4106441	67.5	4106441
SAMN08524449	GCA_004636965.1	Haiti	2014.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4087073	67.5	4087073
SAMN08524448	GCA_004636985.1	USA	2014.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4103048	67.5	4103048
SAMN08524445	GCA_004637005.1	USA	2014.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4113725	67.5	4113725
SAMN08524456	GCA_004637025.1	USA	2016.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4106373	67.5	4106373
SAMN08524450	GCA_004637045.1	USA	2014.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4104389	67.5	4104389
SAMN08524447	GCA_004637065.1	USA	2014.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4107579	67.5	4107579
SAMN08524446	GCA_004637085.1	USA	2014.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4103077	67.5	4103077
SAMN07352227	GCA_004637105.1	USA	2014.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4108452	67.5	4108452
SAMN07352219	GCA_004637125.1	USA	2014.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4109425	67.5	4109425
SAMN07352218	GCA_004637145.1	USA	2014.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4103095	67.5	4103095
SAMN07352214	GCA_004637165.1	USA	2014.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4106403	67.5	4106403
SAMN07352213	GCA_004637185.1	USA	2014.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4113707	67.5	4113707
SAMN07352209	GCA_004637205.1	USA	2014.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4104386	67.5	4104386
SAMN08214409	GCA_004637225.1	USA	2012.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4112703	67.5	4112703
SAMN07352199	GCA_004637245.1	USA	2013.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4296902	67.5	4296902
SAMN07352196	GCA_004637265.1	USA	2013.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4107429	67.5	4107429
SAMN08395618	GCA_004771055.1	USA	2014.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4110580	67.5	4110580
SAMN10739864	GCA_004794255.1	United Kingdom		SOURCE_DATABASE_GENBANK	Chromosome	2	4086189	67.5	3329304
SAMN10739865	GCA_004794295.1	Japan		SOURCE_DATABASE_GENBANK	Complete Genome	1	4086189	67.5	4086189
SAMN07352198	GCA_008179985.1	USA	2013.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4148690	67.5	4148690
SAMN11822428	GCA_008180005.1	USA	2017.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4104341	67.5	4104341
SAMN11822427	GCA_008180025.1	USA	2017.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4104329	67.5	4104329
SAMN11295233	GCA_008330005.1	China	2014.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4126010	67.5	4126010
SAMN10161228	GCA_008808995.1	USA	2016.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4106671	67.5	4106671
SAMN10161227	GCA_008809155.1	USA	2016.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4103226	67.5	4103226
SAMN10161226	GCA_008809355.1	USA	2016.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4107428	67.5	4107428
SAMN10161225	GCA_008809555.1	USA	2016.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4106490	67.5	4106490
SAMN10161224	GCA_008809715.1	USA	2016.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4109601	67.5	4109601
SAMN10161223	GCA_008809955.1	USA	2016.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4108569	67.5	4108569
SAMN10161222	GCA_008810175.1	USA	2016.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4103204	67.5	4103204
SAMN10161221	GCA_008810315.1	USA	2016.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4113725	67.5	4113725
SAMN10161220	GCA_008810475.1	USA	2016.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4113726	67.5	4113726
SAMN10161219	GCA_008810695.1	USA	2016.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4110569	67.5	4110569
SAMN10161218	GCA_008810835.1	USA	2016.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4114767	67.5	4114767
SAMN10161217	GCA_008810995.1	USA	2015.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4109503	67.5	4109503
SAMN10161216	GCA_008811175.1	USA	2015.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4106376	67.5	4106376
SAMN10161215	GCA_008811315.1	USA	2016.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4110563	67.5	4110563
SAMN10161214	GCA_008811475.1	USA	2016.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4109699	67.5	4109699
SAMN10161213	GCA_008811695.1	USA	2016.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4106387	67.5	4106387
SAMN10161212	GCA_008811855.1	USA	2016.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4107705	67.5	4107705
SAMN10161211	GCA_008812055.1	USA	2016.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4105341	67.5	4105341
SAMN10161210	GCA_008812115.1	USA	2016.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4109705	67.5	4109705
SAMN10161209	GCA_008812135.1	USA	2016.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4104278	67.5	4104278
SAMN10161208	GCA_008812155.1	USA	2016.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4103260	67.5	4103260
SAMN10161207	GCA_008812175.1	USA	2016.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4107493	67.5	4107493
SAMN10161206	GCA_008812335.1	USA	2016.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4115686	67.5	4115686
SAMN10161205	GCA_008812475.1	USA	2016.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4114643	67.5	4114643
SAMN10161204	GCA_008812735.1	USA	2016.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4114616	67.5	4114616
SAMN10161203	GCA_008812875.1	USA	2016.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4107450	67.5	4107450
SAMN10161202	GCA_008812995.1	USA	2016.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4114650	67.5	4114650
SAMN10161201	GCA_008815295.1	USA	2015.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4155468	67.5	4155468
SAMN10161200	GCA_008815415.1	USA	2015.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4274138	68.0	4274138
SAMN10161199	GCA_008815575.1	USA	2014.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4283313	67.5	4283313
SAMN10176231	GCA_008815735.1	USA	2016.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4107724	67.5	4107724
SAMN10176230	GCA_008815815.1	USA	2016.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4106670	67.5	4106670
