sample_id_canonical	assembly_accession	country	year	year_band	source_database	assembly_level	n_contigs	contig_n50	total_sequence_length	prn_mechanism_call	prn_state	read_linkage	include_in_snippy_ctg	in_core_full_alignment	excluded_pre_gubbins_missingness	missing_fraction_pre_gubbins	in_primary_asr_tree	final_contract_status	final_contract_reason
SAMN44584000	GCA_050974685.1	China	2024	2019-2025	SOURCE_DATABASE_GENBANK	Scaffold	275	22297	3829158	insufficient_data	insufficient_or_uncertain	not_linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN44584001	GCA_050974665.1	China	2024	2019-2025	SOURCE_DATABASE_GENBANK	Contig	280	22297	3829887	insufficient_data	insufficient_or_uncertain	not_linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN44584002	GCA_050974645.1	China	2024	2019-2025	SOURCE_DATABASE_GENBANK	Scaffold	283	21026	3834811	insufficient_data	insufficient_or_uncertain	not_linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN44584003	GCA_050974605.1	China	2024	2019-2025	SOURCE_DATABASE_GENBANK	Contig	283	22293	3830975	insufficient_data	insufficient_or_uncertain	not_linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN44584004	GCA_050974625.1	China	2024	2019-2025	SOURCE_DATABASE_GENBANK	Scaffold	280	21112	3837857	insufficient_data	insufficient_or_uncertain	not_linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN44584005	GCA_050974585.1	China	2024	2019-2025	SOURCE_DATABASE_GENBANK	Scaffold	278	22297	3822661	insufficient_data	insufficient_or_uncertain	not_linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN44584006	GCA_050974525.1	China	2024	2019-2025	SOURCE_DATABASE_GENBANK	Contig	283	22444	3832876	insufficient_data	insufficient_or_uncertain	not_linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN44584007	GCA_050974565.1	China	2024	2019-2025	SOURCE_DATABASE_GENBANK	Contig	281	22297	3831474	insufficient_data	insufficient_or_uncertain	not_linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN44584008	GCA_050974545.1	China	2024	2019-2025	SOURCE_DATABASE_GENBANK	Scaffold	289	20873	3838499	insufficient_data	insufficient_or_uncertain	not_linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN44584009	GCA_050974505.1	China	2024	2019-2025	SOURCE_DATABASE_GENBANK	Contig	279	22293	3830714	insufficient_data	insufficient_or_uncertain	not_linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN44584010	GCA_050974485.1	China	2024	2019-2025	SOURCE_DATABASE_GENBANK	Scaffold	281	22297	3829899	insufficient_data	insufficient_or_uncertain	not_linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN44584011	GCA_050974465.1	China	2024	2019-2025	SOURCE_DATABASE_GENBANK	Scaffold	286	22293	3832257	insufficient_data	insufficient_or_uncertain	not_linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN44584012	GCA_050974445.1	China	2024	2019-2025	SOURCE_DATABASE_GENBANK	Contig	280	22298	3831920	insufficient_data	insufficient_or_uncertain	not_linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN44584013	GCA_050974425.1	China	2024	2019-2025	SOURCE_DATABASE_GENBANK	Scaffold	286	22296	3835866	insufficient_data	insufficient_or_uncertain	not_linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN44584014	GCA_050974405.1	China	2024	2019-2025	SOURCE_DATABASE_GENBANK	Contig	279	22296	3828893	insufficient_data	insufficient_or_uncertain	not_linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN44584015	GCA_050974385.1	China	2024	2019-2025	SOURCE_DATABASE_GENBANK	Contig	279	22298	3829528	insufficient_data	insufficient_or_uncertain	not_linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN44584016	GCA_050974365.1	China	2024	2019-2025	SOURCE_DATABASE_GENBANK	Contig	286	21087	3853210	insufficient_data	insufficient_or_uncertain	not_linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN44584017	GCA_050974345.1	China	2024	2019-2025	SOURCE_DATABASE_GENBANK	Scaffold	277	22296	3830432	insufficient_data	insufficient_or_uncertain	not_linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN44584018	GCA_050974325.1	China	2024	2019-2025	SOURCE_DATABASE_GENBANK	Contig	279	22296	3830845	insufficient_data	insufficient_or_uncertain	not_linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN44584019	GCA_050974305.1	China	2024	2019-2025	SOURCE_DATABASE_GENBANK	Contig	274	22297	3829729	insufficient_data	insufficient_or_uncertain	not_linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN44584020	GCA_050974285.1	China	2024	2019-2025	SOURCE_DATABASE_GENBANK	Contig	287	20869	3831381	insufficient_data	insufficient_or_uncertain	not_linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN44584021	GCA_050974265.1	China	2024	2019-2025	SOURCE_DATABASE_GENBANK	Scaffold	284	22296	3831722	insufficient_data	insufficient_or_uncertain	not_linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN44584022	GCA_050974245.1	China	2024	2019-2025	SOURCE_DATABASE_GENBANK	Scaffold	278	22296	3830518	insufficient_data	insufficient_or_uncertain	not_linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN44584023	GCA_050974225.1	China	2024	2019-2025	SOURCE_DATABASE_GENBANK	Scaffold	276	22297	3831183	insufficient_data	insufficient_or_uncertain	not_linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN44584024	GCA_050974205.1	China	2024	2019-2025	SOURCE_DATABASE_GENBANK	Scaffold	297	20869	3890851	insufficient_data	insufficient_or_uncertain	not_linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN44584025	GCA_050974185.1	China	2024	2019-2025	SOURCE_DATABASE_GENBANK	Contig	285	22297	3833009	insufficient_data	insufficient_or_uncertain	not_linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN44584026	GCA_050974165.1	China	2024	2019-2025	SOURCE_DATABASE_GENBANK	Scaffold	293	20869	3846011	insufficient_data	insufficient_or_uncertain	not_linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN44584027	GCA_050974145.1	China	2024	2019-2025	SOURCE_DATABASE_GENBANK	Scaffold	288	21088	3842385	insufficient_data	insufficient_or_uncertain	not_linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN44584028	GCA_050974125.1	China	2024	2019-2025	SOURCE_DATABASE_GENBANK	Scaffold	289	22297	3846541	insufficient_data	insufficient_or_uncertain	not_linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN44584029	GCA_050974105.1	China	2024	2019-2025	SOURCE_DATABASE_GENBANK	Contig	303	20793	3868312	insufficient_data	insufficient_or_uncertain	not_linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN44584030	GCA_050974085.1	China	2024	2019-2025	SOURCE_DATABASE_GENBANK	Contig	292	21088	3855315	insufficient_data	insufficient_or_uncertain	not_linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN44584031	GCA_050974065.1	China	2024	2019-2025	SOURCE_DATABASE_GENBANK	Contig	293	21087	3850583	insufficient_data	insufficient_or_uncertain	not_linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN44584032	GCA_050974045.1	China	2024	2019-2025	SOURCE_DATABASE_GENBANK	Contig	277	22297	3837552	insufficient_data	insufficient_or_uncertain	not_linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN44584033	GCA_050974025.1	China	2024	2019-2025	SOURCE_DATABASE_GENBANK	Scaffold	297	21088	3849843	insufficient_data	insufficient_or_uncertain	not_linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN44584034	GCA_050974005.1	China	2024	2019-2025	SOURCE_DATABASE_GENBANK	Scaffold	297	21087	3843694	insufficient_data	insufficient_or_uncertain	not_linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN44584035	GCA_050973945.1	China	2024	2019-2025	SOURCE_DATABASE_GENBANK	Scaffold	305	21753	3874471	insufficient_data	insufficient_or_uncertain	not_linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN44584036	GCA_050973985.1	China	2024	2019-2025	SOURCE_DATABASE_GENBANK	Scaffold	279	22293	3835090	insufficient_data	insufficient_or_uncertain	not_linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN44584037	GCA_050973965.1	China	2024	2019-2025	SOURCE_DATABASE_GENBANK	Scaffold	276	22296	3839782	insufficient_data	insufficient_or_uncertain	not_linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN44584038	GCA_050973885.1	China	2024	2019-2025	SOURCE_DATABASE_GENBANK	Contig	292	22296	3871841	insufficient_data	insufficient_or_uncertain	not_linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN44584039	GCA_050973925.1	China	2024	2019-2025	SOURCE_DATABASE_GENBANK	Scaffold	298	21087	3878942	insufficient_data	insufficient_or_uncertain	not_linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN44584040	GCA_050973905.1	China	2024	2019-2025	SOURCE_DATABASE_GENBANK	Contig	299	21088	3863380	insufficient_data	insufficient_or_uncertain	not_linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN44584041	GCA_050973865.1	China	2024	2019-2025	SOURCE_DATABASE_GENBANK	Scaffold	276	22297	3827016	insufficient_data	insufficient_or_uncertain	not_linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN44584042	GCA_050973845.1	China	2024	2019-2025	SOURCE_DATABASE_GENBANK	Contig	276	22297	3825825	insufficient_data	insufficient_or_uncertain	not_linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN44584043	GCA_050973815.1	China	2024	2019-2025	SOURCE_DATABASE_GENBANK	Contig	276	22297	3826416	insufficient_data	insufficient_or_uncertain	not_linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN44584044	GCA_050973795.1	China	2024	2019-2025	SOURCE_DATABASE_GENBANK	Scaffold	279	22297	3828592	insufficient_data	insufficient_or_uncertain	not_linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN44584045	GCA_050973765.1	China	2024	2019-2025	SOURCE_DATABASE_GENBANK	Contig	274	22296	3822878	insufficient_data	insufficient_or_uncertain	not_linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN44584046	GCA_050973745.1	China	2024	2019-2025	SOURCE_DATABASE_GENBANK	Scaffold	275	21088	3822030	insufficient_data	insufficient_or_uncertain	not_linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN44584047	GCA_050973725.1	China	2024	2019-2025	SOURCE_DATABASE_GENBANK	Scaffold	277	22296	3823481	insufficient_data	insufficient_or_uncertain	not_linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN44584048	GCA_050973705.1	China	2024	2019-2025	SOURCE_DATABASE_GENBANK	Scaffold	276	22296	3820907	insufficient_data	insufficient_or_uncertain	not_linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN44584049	GCA_050973685.1	China	2024	2019-2025	SOURCE_DATABASE_GENBANK	Scaffold	278	22708	3898624	insufficient_data	insufficient_or_uncertain	not_linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN44584050	GCA_050973665.1	China	2024	2019-2025	SOURCE_DATABASE_GENBANK	Contig	273	22297	3821009	insufficient_data	insufficient_or_uncertain	not_linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN44584051	GCA_050973645.1	China	2024	2019-2025	SOURCE_DATABASE_GENBANK	Scaffold	276	22297	3820504	insufficient_data	insufficient_or_uncertain	not_linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN44584052	GCA_050973625.1	China	2024	2019-2025	SOURCE_DATABASE_GENBANK	Contig	273	22296	3821248	insufficient_data	insufficient_or_uncertain	not_linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN44584053	GCA_050973585.1	China	2024	2019-2025	SOURCE_DATABASE_GENBANK	Contig	274	22297	3820475	insufficient_data	insufficient_or_uncertain	not_linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN44584054	GCA_050973605.1	China	2024	2019-2025	SOURCE_DATABASE_GENBANK	Scaffold	274	22297	3821534	insufficient_data	insufficient_or_uncertain	not_linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN44584055	GCA_050973565.1	China	2024	2019-2025	SOURCE_DATABASE_GENBANK	Contig	275	21088	3820432	insufficient_data	insufficient_or_uncertain	not_linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN44584056	GCA_050973545.1	China	2024	2019-2025	SOURCE_DATABASE_GENBANK	Scaffold	274	22296	3820773	insufficient_data	insufficient_or_uncertain	not_linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN44584057	GCA_050973525.1	China	2024	2019-2025	SOURCE_DATABASE_GENBANK	Contig	273	22296	3821103	insufficient_data	insufficient_or_uncertain	not_linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN44584058	GCA_050973505.1	China	2024	2019-2025	SOURCE_DATABASE_GENBANK	Contig	276	21087	3821309	insufficient_data	insufficient_or_uncertain	not_linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN44584059	GCA_050973465.1	China	2024	2019-2025	SOURCE_DATABASE_GENBANK	Scaffold	275	22296	3820773	insufficient_data	insufficient_or_uncertain	not_linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN44584060	GCA_050973485.1	China	2024	2019-2025	SOURCE_DATABASE_GENBANK	Scaffold	274	22297	3820188	insufficient_data	insufficient_or_uncertain	not_linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN44584061	GCA_050973445.1	China	2024	2019-2025	SOURCE_DATABASE_GENBANK	Scaffold	275	21088	3839738	insufficient_data	insufficient_or_uncertain	not_linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN44584062	GCA_050973425.1	China	2024	2019-2025	SOURCE_DATABASE_GENBANK	Scaffold	276	22296	3821984	insufficient_data	insufficient_or_uncertain	not_linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN44584063	GCA_050973395.1	China	2024	2019-2025	SOURCE_DATABASE_GENBANK	Scaffold	274	22296	3820540	insufficient_data	insufficient_or_uncertain	not_linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN44584064	GCA_050973385.1	China	2024	2019-2025	SOURCE_DATABASE_GENBANK	Scaffold	275	22297	3820292	insufficient_data	insufficient_or_uncertain	not_linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN44584065	GCA_050973365.1	China	2024	2019-2025	SOURCE_DATABASE_GENBANK	Contig	273	22296	3821369	insufficient_data	insufficient_or_uncertain	not_linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN44584066	GCA_050973345.1	China	2024	2019-2025	SOURCE_DATABASE_GENBANK	Contig	276	22296	3822151	insufficient_data	insufficient_or_uncertain	not_linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN44584067	GCA_050973325.1	China	2024	2019-2025	SOURCE_DATABASE_GENBANK	Scaffold	276	22296	3821938	insufficient_data	insufficient_or_uncertain	not_linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN44584068	GCA_050973305.1	China	2024	2019-2025	SOURCE_DATABASE_GENBANK	Scaffold	275	22296	3821842	insufficient_data	insufficient_or_uncertain	not_linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN44584069	GCA_050973285.1	China	2024	2019-2025	SOURCE_DATABASE_GENBANK	Scaffold	275	21088	3821474	insufficient_data	insufficient_or_uncertain	not_linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN44584070	GCA_050973265.1	China	2024	2019-2025	SOURCE_DATABASE_GENBANK	Contig	275	22297	3821410	insufficient_data	insufficient_or_uncertain	not_linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN44584071	GCA_050973245.1	China	2024	2019-2025	SOURCE_DATABASE_GENBANK	Contig	272	22296	3820953	insufficient_data	insufficient_or_uncertain	not_linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN44584072	GCA_050973225.1	China	2024	2019-2025	SOURCE_DATABASE_GENBANK	Scaffold	275	22297	3820668	insufficient_data	insufficient_or_uncertain	not_linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN44584073	GCA_050973205.1	China	2024	2019-2025	SOURCE_DATABASE_GENBANK	Contig	274	22296	3821574	insufficient_data	insufficient_or_uncertain	not_linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN44584074	GCA_050973185.1	China	2024	2019-2025	SOURCE_DATABASE_GENBANK	Contig	273	22296	3820668	insufficient_data	insufficient_or_uncertain	not_linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN44584075	GCA_050973165.1	China	2024	2019-2025	SOURCE_DATABASE_GENBANK	Contig	276	22297	3820803	insufficient_data	insufficient_or_uncertain	not_linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
